,lines,character,episode,season
71,Oh my god!!,JERRY,139,8
72,I have some questions of my own.,JERRY,139,8
73,The timeless art of seduction.,JERRY,139,8
0,Thanks.,GEORGE,139,8
1,Ohhhhhh,GEORGE,139,8
2,Smile,GEORGE,139,8
3,"I meet this women, Sheila. She works down at the one hour photo pace. She's got this incredible smile. Like she's got extra teeth or something",GEORGE,139,8
4,"Hey check this out. I go to pick up my pictures and she says "" I hope you got that mustard stain out of your shirt.""",GEORGE,139,8
5,Don't you see. She's looking at my pictures.,GEORGE,139,8
6,That's got nothing to do with it.,GEORGE,139,8
7,Yesssss.,GEORGE,139,8
8,Why don't you find a doctor that doesn't know your difficult.,GEORGE,139,8
9,Smile.,GEORGE,139,8
10,Why did you refuse the package. Everybody loves a package.,GEORGE,139,8
11,What do you think it's a bomb?,GEORGE,139,8
12,Oh the ego on you.,GEORGE,139,8
13,Who's going to bomb you. An airline for all the stupid little peanut jokes.,GEORGE,139,8
14,Hey. There is a couple of people that wouldn't mind having me out of the way.,GEORGE,139,8
15,Hey. Check these out. I just picked them up from Sheila. She must have loved these.,GEORGE,139,8
16,I know. I just sort of leaned on it so it would look like it was mine.,GEORGE,139,8
17,No. He was fine with it. Check that out.,GEORGE,139,8
18,Wax Museum.,GEORGE,139,8
19,Oh. What is this?,GEORGE,139,8
20,This must be Sheila from the photo place.,GEORGE,139,8
21,She must have slipped it in here.,GEORGE,139,8
22,Photo store Sheila.,GEORGE,139,8
23,All right. I will see you boys later.,GEORGE,139,8
24,To ask her out.,GEORGE,139,8
25,What game?,GEORGE,139,8
26,No good?,GEORGE,139,8
27,"Oh, I don't know.",GEORGE,139,8
28,Well why don't you get a hold of it and change what you don't like.,GEORGE,139,8
29,I am in and out of my personnel file at work all the time.,GEORGE,139,8
30,"Hey. I've kept the same job for more than two years. It's not luck. Elaine, have you ever sent a racy photograph of yourself to anyone?",GEORGE,139,8
31,Oh yeah the nipple. But besides that. How did you feel about Kramer's work?,GEORGE,139,8
32,So it was a good experience.,GEORGE,139,8
33,Nice.,GEORGE,139,8
34,Where's Kramer?,GEORGE,139,8
35,Personal matter.,GEORGE,139,8
36,Tell him to open it.,GEORGE,139,8
37,Elaine said your pretty good at this stuff.,GEORGE,139,8
38,You don't have your own camera.,GEORGE,139,8
39,I feel fat.,GEORGE,139,8
40,Well do you want me to take it off?,GEORGE,139,8
41,Do you think it would be better if I did?,GEORGE,139,8
42,ALL RIGHT!!,GEORGE,139,8
43,So I really liked the pictures I picked up here yesterday.,GEORGE,139,8
44,And here's a roll that I think you may enjoy.,GEORGE,139,8
45,Shall we say an hour.,GEORGE,139,8
46,Can't find them. That's marvelous. The dance continues.,GEORGE,139,8
47,And maybe we could go out and do something.,GEORGE,139,8
48,Hi.,GEORGE,139,8
49,I don't know what Newman wanted to see me for.,GEORGE,139,8
50,I think that's one of mine.,GEORGE,139,8
51,Can we go now?,GEORGE,139,8
52,OH MY GOD!!!,GEORGE,139,8
53,Listen Sheila it's not what you think. I put my trust into the wrong person. He said the key word was tasteful.,GEORGE,139,8
54,SHEILA!!!,GEORGE,139,8
0,Difficult?,ELAINE,139,8
1,"Well it's, it's..... You know I noticed that somebody wrote in my chart that I was difficult in January of 92 and I have to tell you that I remember that appointment exactly. You see this nurse asked me to put a gown on but it was a mole on my shoulder and I specifically wore a tank top so I wouldn't have to put a gown on. You know there made of paper.",ELAINE,139,8
2,But it was in pen. You fake erase.,ELAINE,139,8
3,What are you writing? Doctor.,ELAINE,139,8
4,You are not going to believe what happened to me at the doctors office today.,ELAINE,139,8
5,"No, no. I was looking at my chart and it said I was difficult. Why would they write that?",ELAINE,139,8
6,Then the doctor writes more stuff down and doesn't even look at my rash.,ELAINE,139,8
7,Oh come on. I'm not difficult. I'm easy.,ELAINE,139,8
8,Listen to me you little shi........,ELAINE,139,8
9,Oh it's my pleasure. I love these. In fact I got one at home. It's perfect when you just want to throw something on.,ELAINE,139,8
10,Where did you get my chart?,ELAINE,139,8
11,You know I can tell you my whole history. Let's just.......,ELAINE,139,8
12,"Please, please. It's really, really itchy.",ELAINE,139,8
13,And then he starts writing on my chart.,ELAINE,139,8
14,You can't change your chart. It's your chart.,ELAINE,139,8
15,You are!?!,ELAINE,139,8
16,Yeah. I sent one to everyone I know. Remember my Christmas card.,ELAINE,139,8
17,Actually I thought he was very professional.,ELAINE,139,8
18,Oh yeah. In fact I like the picture so much I cropped out the nipple and am using as my health club ID.,ELAINE,139,8
19,Yeah it is nice actually.,ELAINE,139,8
20,I need to see Dr. Burke right away. This rash is spreading.,ELAINE,139,8
21,Oh come on. Have some compassion. Okay well I hope it's contagious,ELAINE,139,8
22,Come on. Move. (elevator doors reopen; Dr. Burke and two orderlies are revealed) Oh hi Dr. Burke. I didn't know if uh....,ELAINE,139,8
23,Oh please no more.,ELAINE,139,8
24,So it wasn't a bomb.,ELAINE,139,8
25,Well then what?,ELAINE,139,8
26,But he's okay?,ELAINE,139,8
27,Yeah I am still holding.,ELAINE,139,8
28,"What?!? He doesn't have one appointment this whole month!?! Oh come on. I am dying here man. Hello, hello.",ELAINE,139,8
29,Jerry I am at doctor Zimmerman. I am at the end of the alphabet.,ELAINE,139,8
30,There on vacation. Every doctor in this city seems to know who I am .,ELAINE,139,8
31,Dr. Resnick. He's not listed.,ELAINE,139,8
32,Hello.,ELAINE,139,8
33,Yes. Who it this?,ELAINE,139,8
34,Yeah. What is this all about,ELAINE,139,8
35,"Hello, hello.",ELAINE,139,8
36,Oh uh uh...,ELAINE,139,8
37,Leo. Has the doctor been in yet?,ELAINE,139,8
38,"Okay listen Leo. Your hairless, your scared. When the doctor comes in let me do the talking. Okay.",ELAINE,139,8
39,I should have never left him alone.,ELAINE,139,8
40,I am his nurse... Poloma.,ELAINE,139,8
41,He has good days and bad.,ELAINE,139,8
42,And he's has a bit of a rash.,ELAINE,139,8
43,Yeah.,ELAINE,139,8
44,"I don't like this, it is to easy.",ELAINE,139,8
45,Shut up! I think he's on to us.,ELAINE,139,8
46,Shhhhhh. Here.,ELAINE,139,8
47,Get in there. Get chart. Get out. You got it.,ELAINE,139,8
48,This.,ELAINE,139,8
49,Okay.,ELAINE,139,8
50,Benes. My last name is Benes you jackass. Yeah.,ELAINE,139,8
51,Where's my chart? Did you get it?,ELAINE,139,8
52,What? What happened?,ELAINE,139,8
0,"Well, I really miss the Bermuda Triangle.",KRAMER,139,8
1,"Oh, there's action. There's plenty of action. That damned alien autopsy is stealing all the headlines.",KRAMER,139,8
2,"See, what they gotta do is loose a plane or a Greenpeace boat in there. See, that would get the triangle going again.",KRAMER,139,8
3,What would be the point in taking the water?,KRAMER,139,8
4,No. It belongs to the British.,KRAMER,139,8
5,"So, what do you think about that alien autopsy?",KRAMER,139,8
6,I think so too.,KRAMER,139,8
7,"Hey, you got to get this thing fixed.",KRAMER,139,8
8,Would you like a refund?,KRAMER,139,8
9,Would you be interested?,KRAMER,139,8
10,Would you?,KRAMER,139,8
11,"Yeah, yeah.",KRAMER,139,8
12,I I I,KRAMER,139,8
13,Well hello Photo store Sheila.,KRAMER,139,8
14,"No, no. Your not playing the game.",KRAMER,139,8
15,"She goes to these lengths to entice you and your only response is "" Gee I really like your picture. Would you like to go out on a date with me please. """,KRAMER,139,8
16,"George. It's the timeless art of seduction. You got to join in the dance. She sends you an enticing photo, you send her one right back.",KRAMER,139,8
17,Well as you know I've always been something of a photog.,KRAMER,139,8
18,Hey you got it.,KRAMER,139,8
19,That's right. Now it looks like it was broken during shipping and I insured it for $400.,KRAMER,139,8
20,You can't get a refund. Your warranty expired two years ago.,KRAMER,139,8
21,It's just a write off for them.,KRAMER,139,8
22,They just write it off.,KRAMER,139,8
23,Jerry all these big companies they write off everything,KRAMER,139,8
24,Do you?,KRAMER,139,8
25,But they do and they are the ones writing it off.,KRAMER,139,8
26,Oh yeah. Elaine was a fun project. I enjoyed working with her.,KRAMER,139,8
27,Uh no. Look at this. Okay yeah this looks good and I like what your wearing.,KRAMER,139,8
28,"No, no. You're stoked. The camera loves stokedness. Look were not going to do anything that makes you feel uncomfortable. The key word is tasteful. Now I want you to relax and have fun because your a fun guy. All right let's do it. Okay come on. Feel the beat. Feel the beat. You know you got some real strong pecks but it's hard to tell under that T-shirt.",KRAMER,139,8
29,I don't know it's up to you.,KRAMER,139,8
30,It might be. I mean whatever you want.,KRAMER,139,8
31,"That's it George. Come on, come on. Give it to me. Come on,work it. Work it. Yeah be a man, be a man.",KRAMER,139,8
32,You are a lover boy!!,KRAMER,139,8
33,Mail fraud. Your in a lot of trouble buddy.,KRAMER,139,8
34,Yeah let me borrow your scarf.,KRAMER,139,8
35,Yeah. All right one chart coming up.,KRAMER,139,8
36,Bennette right?,KRAMER,139,8
37,I like what you've done with that.,KRAMER,139,8
38,"Yes, yes. I am Dr. Vanostran from the clinic. I need Elaine Benes chart. She's a patient of mine and she's not going to make it. It's uh very bad very messy.",KRAMER,139,8
39,That's correct.,KRAMER,139,8
40,From The Hoffer-Mandale Clinic in Belgium.,KRAMER,139,8
41,The Netherlands?,KRAMER,139,8
42,No.,KRAMER,139,8
43,I don't know. But now they got a chart on me.,KRAMER,139,8
0,My friend Kramer and I were discussing that same thing the other day. He was with Brant-Leland for a while.,JERRY,140,8
1,Mentor? You mean your boss.,JERRY,140,8
2,Hmm. So Cynthia's your mentor.,JERRY,140,8
3,"Well, I like Gabe Kaplan.",JERRY,140,8
4,Yes. And the mentor advises the protégé.,JERRY,140,8
5,No.,JERRY,140,8
6,"Respect, admiration, prestige.",JERRY,140,8
7,"I suppose if it was on the protégé's way to the mentor, they might.",JERRY,140,8
8,"It's not a valet, it's a protégé.",JERRY,140,8
9,(checking out George's textbook) Risk management?,JERRY,140,8
10,Well what makes them think you're a risk management expert?,JERRY,140,8
11,Hello?,JERRY,140,8
12,So get this book on tape.,JERRY,140,8
13,Am I going? It was three nights ago.,JERRY,140,8
14,"Oh, it was a lovely affair.",JERRY,140,8
15,You gonna do a little yelling?,JERRY,140,8
16,"That is so cool, can you put me on the speaker?",JERRY,140,8
17,"Hey, Copernicus?",JERRY,140,8
18,"So, what did you say?",JERRY,140,8
19,What? What did you--,JERRY,140,8
20,He's writing copy?,JERRY,140,8
21,(reading) Jewish singles night?,JERRY,140,8
22,Well why are you going?,JERRY,140,8
23,What are you talking about?,JERRY,140,8
24,Lomez is Jewish?,JERRY,140,8
25,"Kramer, you know, I--",JERRY,140,8
26,"I'm not really a duck fan, the skin seems sort of human.",JERRY,140,8
27,Hello.,JERRY,140,8
28,No kidding?,JERRY,140,8
29,Bania?,JERRY,140,8
30,Reading for the Blind?,JERRY,140,8
31,"So, I finally met the mentor.",JERRY,140,8
32,"Oh yeah, she's dating Bania.",JERRY,140,8
33,Yeah. I had to spend two hours at dinner last night with that specimen.,JERRY,140,8
34,"Chicken, how could she look up to a person who voluntarily spends time with Bania?",JERRY,140,8
35,"Piccata, if anything I should be dating a mentor and Bania should be setting pins in a bowling alley.",JERRY,140,8
36,"Hey, good luck with that.",JERRY,140,8
37,"Kramer, how are you gonna cook Jewish delicacies for a hundred and eighty-three people?",JERRY,140,8
38,"Well, if he's doing that bad, maybe he's in line for another promotion.",JERRY,140,8
39,What the hell is going on here?,JERRY,140,8
40,What are you doing?,JERRY,140,8
41,"No, I don't want to.",JERRY,140,8
42,"Oh, this is awful.",JERRY,140,8
43,Did you follow the recipe?,JERRY,140,8
44,It tastes like dirt.,JERRY,140,8
45,"Kramer, you can't talk to Frank.",JERRY,140,8
46,"Yeah, it was alright.",JERRY,140,8
47,"No. No, no way, no Bania.",JERRY,140,8
48,"Have you seen his act? He's got a twelve-minute bit about Ovaltine. He's a punk, a patsy, a hack.",JERRY,140,8
49,Would. Does. Is.,JERRY,140,8
50,So you saw Bania's act?,JERRY,140,8
51,"I told you, it's like getting beaten with a bag of oranges.",JERRY,140,8
52,He just thinks that anything that dissolves in milk is funny.,JERRY,140,8
53,No more mentor?,JERRY,140,8
54,Well at least you and I are okay again.,JERRY,140,8
55,Why?,JERRY,140,8
56,I can tell you what to do.,JERRY,140,8
57,I can tell you what to think.,JERRY,140,8
58,Oh.,JERRY,140,8
59,"Kind of in the middle of something here, George.",JERRY,140,8
60,George?,JERRY,140,8
61,I can't believe you feel you really need a mentor.,JERRY,140,8
62,"Yeah, see ya.",JERRY,140,8
63,What's your problem.,JERRY,140,8
64,"Oh, hey Bania.",JERRY,140,8
65,"Oh, that's too bad.",JERRY,140,8
66,"Well it's just that you got so many things with the milk. You got that Bosco bit then you got your Nestlé's Quik bit, by the time you get to Ovaltine--",JERRY,140,8
67,George Costanza is your mentor?,JERRY,140,8
68,About what? How to calculate five percent of a restaurant check?,JERRY,140,8
69,"As a matter of fact, I happen to have a protégé of my own.",JERRY,140,8
70,A Mister Kenneth Bania.,JERRY,140,8
71,I'm gonna mentor this kid to the top.,JERRY,140,8
72,"Well, I don't think I want to date a protégé whose mentor is a Costanza.",JERRY,140,8
73,Have you tried the hamentashen?,JERRY,140,8
74,Bania?,JERRY,140,8
75,Risk management?,JERRY,140,8
0,I still don't understand this. Abby has a mentor?,GEORGE,140,8
1,Is there any money involved?,GEORGE,140,8
2,So what's in it for the mentor?,GEORGE,140,8
3,Pssh. Would the protégé pick up stuff for the mentor?,GEORGE,140,8
4,Laundry? Dry cleaning?,GEORGE,140,8
5,"Alright. Listen, I gotta get some reading done. You mind if I do this here? I can't concentrate in my apartment.",GEORGE,140,8
6,Yeah. Steinbrenner wants everyone in the front office to give a lecture in their area of business expertise.,GEORGE,140,8
7,I guess it's on my resume.,GEORGE,140,8
8,"You know what? I can't do this. I can't read books anymore; books on tape have ruined me, Jerry. I need that nice voice. This book has *my* voice. I hate my voice.",GEORGE,140,8
9,"You can't, it's a textbook.",GEORGE,140,8
10,"Excuse me, I'm sorry to bother you, I noticed that you have a textbook on tape. May I ask where you got that?",GEORGE,140,8
11,"I tell ya, I am hooked on these books on tape.",GEORGE,140,8
12,"I take an eye test; I flunk it, the next thing you know I am swinging to the sweet sounds of risk management.",GEORGE,140,8
13,What's she like? Impressive?,GEORGE,140,8
14,Bania?,GEORGE,140,8
15,What did you have?,GEORGE,140,8
16,Marsala?,GEORGE,140,8
17,Thank you.,GEORGE,140,8
18,Dad.,GEORGE,140,8
19,What are you doing here?,GEORGE,140,8
20,"My dad was a cook during the Korean War. Something very bad happened, ever since you can't get him near a kitchen.",GEORGE,140,8
21,"Oh yeah, but that has nothing to do with it.",GEORGE,140,8
22,Nothing at all.,GEORGE,140,8
23,"You're a very handsome man, by the way.",GEORGE,140,8
24,This guy sounds just like me.,GEORGE,140,8
25,This is horrible.,GEORGE,140,8
26,(banging the recorder) Stop it! Stop it!,GEORGE,140,8
27,"I got a big problem here, Jerry. The tapes are worthless.",GEORGE,140,8
28,No problem.,GEORGE,140,8
29,"I'll make time, because Abby, I was once like you; wide-eyed, naive, I didn't know the first thing about a subject as fundamental as risk management.",GEORGE,140,8
30,"I'll tell you what, why don't you read this book and let's just see if you can explain it to me.",GEORGE,140,8
31,Okay.,GEORGE,140,8
32,Ovaltine. Have you ever had this stuff? Why is it called Ovaltine?,GEORGE,140,8
33,They should call it round tine. You know what I'm talking about.,GEORGE,140,8
0,"Hey, Jer. Are you going to this Bob Sacamano party?",ELAINE,140,8
1,"What? You're kidding, I just got this invitation today. Oh, I was so excited. It's really a beautiful invitation.",ELAINE,140,8
